1056022;Gry PC;79;Assassin's Creed Syndicate;http://f00.esfr.pl/foto/8/9645249842/d62c5e966be83c96b0f1e9973a5385b7/ubisoft-assassin-s-creed-syndicate-pc,9645249842_7.jpg;19780;Platforma:komputer PC:0 | Gatunek gry:akcja, przygodowa:1 | Przedział wiekowy (PEGI):18+:2 | Wersja językowa:polska (napisy):3 | Data premiery:19.11.2015:4 | ;
1056023;Gry Xbox One;0.00;Assassin's Creed Syndicate;http://f01.esfr.pl/foto/8/9645225997/be29bde5d9afefce9e6507043a699966/ubisoft-assassin-s-creed-syndicate-xone,9645225997_2.jpg;21301;;
1056024;gra;69.99;Risen 3: Władcy Tytanów - Premium Games;http://f01.esfr.pl/foto/6/9661026252/66cd8f5581db040226df77f20448541f/deep-silver-risen-3-wladcy-tytanow-premium-games,9661026252_2.jpg;16252;;
1056027;Gry PlayStation 4;179;Final Fantasy XIV: Heavensward;http://f01.esfr.pl/foto/9/9660237907/b769364666f7a2023474b98b67b9fd95/squareenix-final-fantasy-xiv-heavensward-ps4,9660237907_7.jpg;14069;Platforma:Playstation 4:0 | Gatunek gry:RPG:1 | Przedział wiekowy (PEGI):16+:2 | Wersja językowa:angielska:3 | Data premiery:23.06.2015:4 | ;
1056028;Okapy;999;Electrolux EFP60565OX;http://f00.esfr.pl/foto/8/9657839927/a0beabfc6968492bfd42c634a66ddfb7/electrolux-efp60565ox,9657839927_7.jpg;7641;Wymiary (SxWxG):56 x  x 31 cm:0 | Tryb pracy:pochłaniacz, wyciąg:1 | Wydajność maksymalna:647 m3/h:2 | Poziom hałasu:69 dB:3 | Filtry przeciwtłuszczowe:aluminiowe:4 | Oświetlenie:halogenowe:5 | Sterowanie:mechaniczne:6 | Kolor:srebrny:7 | Seria:Inspiration:8 | ;
1056031;Amplitunery;2999;Pioneer VSX-1130 (czarny);http://f00.esfr.pl/foto/1/9645441982/603361770cff2d9135c0a5bf1dd93a55/pioneer-vsx-1130-czarny,9645441982_7.jpg;55354;Liczba kanałów:7.2:0 | Moc na kanał:150 W:1 | Wi-Fi:tak:2 | Bluetooth:tak:3 | Radio:internetowe, AM, FM (UKF):4 | ;
1056032;Lodówki;1349;Indesit LI7 FF2 W B;http://f01.esfr.pl/foto/2/9657770372/f92fca3fdca7b94e7ea294fbe6d5ebee/indesit-li7-ff2-w-b,9657770372_7.jpg;1787;Wymiary (wys.x szer.x gł.):178 x 60 x 63 cm:0 | Pojemność chłodziarki / zamrażarki:188 l / 90 l:1 | Bezszronowa (No Frost):tak zamrażarka:2 | Roczne zużycie energii:246 kWh:3 | Kolor:biały:4 | Szybkie chłodzenie / zamrażanie:nie / nie:5 | ;
1056033;Lodówki;1199;Indesit LI7 FF2 S B;http://f01.esfr.pl/foto/6/9657755577/d1a02e7bd9320ee0cdea6052c2967490/indesit-li7-ff2-s-b,9657755577_7.jpg;762;Wymiary (wys.x szer.x gł.):178 x 60 x 63 cm:0 | Pojemność chłodziarki / zamrażarki:188 l / 90 l:1 | Bezszronowa (No Frost):tak zamrażarka:2 | Roczne zużycie energii:246 kWh = 135,30 zł rocznie:3 | Kolor:srebrny:4 | Szybkie chłodzenie / zamrażanie:nie / nie:5 | ;
1056034;Lodówki;1299;Indesit LI8 FF2 S H;http://f01.esfr.pl/foto/1/9657782302/5cb4c01db28999b8f2a9b404ab3589ef/indesit-li8-ff2-s-h,9657782302_7.jpg;6906;Wymiary (wys.x szer.x gł.):189 x 60 x 68 cm:0 | Pojemność chłodziarki / zamrażarki:215 l / 90 l:1 | Bezszronowa (No Frost):tak zamrażarka:2 | Roczne zużycie energii:255 kWh:3 | Kolor:srebrny:4 | Szybkie chłodzenie / zamrażanie:nie / nie:5 | ;
1056035;Lodówki;1499;Indesit LI8 FF2 K;http://f00.esfr.pl/foto/8/9657776957/9d770aa2e2bb0c8b7e771b986adbdb8a/indesit-li8-ff2-k,9657776957_7.jpg;789;Wymiary (wys.x szer.x gł.):189 x 60 x 68 cm:0 | Pojemność chłodziarki / zamrażarki:215 l / 90 l:1 | Bezszronowa (No Frost):tak zamrażarka:2 | Roczne zużycie energii:255 kWh = 140,25 zł rocznie:3 | Kolor:czarny:4 | Szybkie chłodzenie / zamrażanie:nie / nie:5 | ;
1056036;Lodówki;1499;Indesit LI8 FF1O S;http://f01.esfr.pl/foto/5/9657772582/163548b5345d10c42d1d5d53f9300544/indesit-li8-ff1o-s,9657772582_7.jpg;9735;Wymiary (wys.x szer.x gł.):189 x 60 x 63 cm:0 | Pojemność chłodziarki / zamrażarki:215 l / 90 l:1 | Bezszronowa (No Frost):tak zamrażarka:2 | Roczne zużycie energii:324 kWh:3 | Kolor:srebrny:4 | Szybkie chłodzenie / zamrażanie:nie / tak:5 | ;
1056038;Telefony i Smartfony;379;Kruger & Matz Flow 2 KM0417 (czarny);http://f01.esfr.pl/foto/4/9671772052/965946266f975a0360de44ada97a0b3d/kruger-matz-flow-2-km0417-czarny,9671772052_7.jpg;5433;Wyświetlacz:5 cali, 1280 x 720 pikseli:0 | Procesor:Qualcomm Snapdragon 410 MSM8916 64bit, czterordzeniowy 1,4 GHz:1 | System operacyjny:Android 4.4 KitKat:2 | Pamięć RAM:1 GB:3 | Pamięć wbudowana:8 GB:4 | Aparat foto:8 Mpix:5 | Komunikacja:Wi-Fi, Bluetooth 4.0, USB, słuchawkowe:6 | Pojemność baterii:2300 mAh:7 | ;
1056039;Przedłużacze sieciowe;29.99;Energizer SPEC5P2UEU2;http://f01.esfr.pl/foto/2/9671396072/88abf73dff92cdc687f9fad1c691bce1/energizer-spec5p2ueu2,9671396072_7.jpg;129257;Długość kabla:2 m:0 | Liczba gniazd:5:1 | Kolor:biały:2 | ;
1056040;Akcesoria do kamer sportowych;299;AEE DRC10;http://f01.esfr.pl/foto/8/9653665057/5b567923760923fe6755a943ab3e15cd/aee-drc10,9653665057_7.jpg;17863;Kod producenta:DRC10:0 | ;
1056041;Akcesoria do kamer sportowych;139.99;AEE DB46;http://f01.esfr.pl/foto/3/9653661387/85692f1e41ca40b46ac3c22bf140958f/aee-db46,9653661387_7.jpg;25745;Kod producenta:DB46:0 | ;
1056042;Akcesoria do kamer sportowych;59.99;AEE G02B;http://f00.esfr.pl/foto/4/9653669707/2224793d5734e1e772678eb6f7fb3d62/aee-g02b,9653669707_7.jpg;9089;Kod producenta:G02B:0 | ;
1056043;Akcesoria do kamer sportowych;119.99;AEE Z05;http://f00.esfr.pl/foto/8/9657227257/902c99ca0e64a71eff202c22bd8f4e5a/aee-z05,9657227257_7.jpg;16942;Wysokość maksymalna:94 cm:0 | Wysokość minimalna:30 cm:1 | Kod producenta:Z05:2 | ;
1056044;Akcesoria do kamer sportowych;74.99;AEE D33;http://f00.esfr.pl/foto/7/9657350167/339ab0c2244cec526d21eef0fede3bcc/aee-d33,9657350167_7.jpg;24856;Kod producenta:D33:0 | ;
1056045;Akcesoria do kamer sportowych;149.99;AEE B13;http://f00.esfr.pl/foto/7/9653380417/177553d7ad7081d879ab70004aa65d13/aee-b13,9653380417_7.jpg;7177;Kod producenta:B13:0 | ;
1056046;Akcesoria do kamer sportowych;99.99;AEE B10;http://f00.esfr.pl/foto/7/9476499622/3e51d862a2b2a8c07ad785cde89e3529/aee-b10,9476499622_7.jpg;18900;Kod producenta:B10:0 | ;
1056047;Akcesoria do kamer sportowych;89.99;AEE M04;http://f00.esfr.pl/foto/6/9653673172/11363109dd1e990940b6241bd9310c58/aee-m04,9653673172_7.jpg;27656;Kod producenta:M04:0 | ;
1056048;Akcesoria do kamer sportowych;79.99;AEE B20;http://f00.esfr.pl/foto/3/9653452837/1071560ed03fdb13e03448c3f66aa126/aee-b20,9653452837_7.jpg;19668;Kod producenta:B20:0 | ;
1056049;Drony;1829;AEE Toruk AP10;http://f01.esfr.pl/foto/3/9653457692/611249fc4ab4dcba5060b9abb1ba8bef/aee-toruk-ap10-,9653457692_7.jpg;17599;Czujniki:akcelerometr, żyroskop, kompas, wysokościomierz:0 | Kamera:tak:1 | Pojemność baterii:5300 mAh:2 | Przewidywany czas lotu:25 minut:3 | Kod producenta:AP10:4 | ;
1056051;Kamery sportowe;799;AEE S60;http://f01.esfr.pl/foto/1/9671430497/851a4648167543b9744e1b4998de9da9/aee-s60,9671430497_7.jpg;11618;Rodzaj nośnika:karta pamięci microSD, karta pamięci microSDHC, karta pamięci microSDXC (do 64GB):0 | Rozdzielczość nagrywanego filmu:FullHD 1080 (1920 x 1080) 60 fps, HD 720 (1280 x 720) 100 fps, HD 720 (1280 x 720) 50 fps, HD 960 (1280 x 960) 50 fps:1 | Wyjście HDMI:tak:2 | Kod producenta:S60:3 | ;
1056112;Żelazka systemowe;699;Electrolux Perfect EDBS 7135;http://f00.esfr.pl/foto/7/9646218547/f8ecdf5e36e77b55c6487623a3394966/electrolux-edbs-7135,9646218547_7.jpg;11054;Rodzaj stopy:ceramiczna:0 | Moc:2350 W:1 | Wytwarzanie pary:90 g/min:2 | ;
1056113;Aparaty z wymienną optyką;2499;Panasonic Lumix G DMC-G7 + 14-42 mm (czarny);http://f00.esfr.pl/foto/6/9657679942/fb7ea698934d34d8793ceb256756330e/panasonic-dmc-g7-14-42-mm-czarny,9657679942_7.jpg;472;Rozdzielczość:16 Mpix:0 | Rodzaj przetwornika:Live MOS:1 | Obiektyw w zestawie:LUMIX G VARIO 14-42 mm f/3,5-5,6 ASPH MEGA O.I.S.:2 | Ogniskowa (dla 35 mm):28 - 84 mm:3 | Kod producenta:DMC-G7KEG-K:4 | ;
1056114;Aparaty z wymienną optyką;3999;Panasonic Lumix G DMC-G7 + 14-42 mm + 45-150 mm;http://f01.esfr.pl/foto/9/9657723637/ad6306171c11fd398d629567e500c682/panasonic-dmc-g7-14-42-mm-tytan,9657723637_2.jpg;11342;;
1056115;Opaski monitorujące aktywność;549.00;Garmin Fitness Vivofit 2 (czarny);http://f01.esfr.pl/foto/4/9671904152/7c927585b63a1ffc0c5be32eab56bda8/garmin-fitness-vivofit-2-czarny,9671904152_2.jpg;2127;;
1056116;Opaski monitorujące aktywność;429;Garmin Fitness Vivofit 2 (biały);http://f01.esfr.pl/foto/3/9671899227/c75008fa6522071cca44ca7e854d8a2/garmin-fitness-vivofit-2-bialy,9671899227_7.jpg;13206;Pomiar:kroki, dystans, jakość snu:0 | Wyświetlacz:tak:1 | Kolor:biały:2 | ;
1056117;Opaski monitorujące aktywność;259;Garmin Fitness Vivofit 2 (granatowy);http://f01.esfr.pl/foto/9/9672285717/a8246ad939005a095e236516284955a/garmin-fitness-vivofit-2-granatowy,9672285717_7.jpg;5885;Pomiar:kroki, dystans, jakość snu:0 | Wyświetlacz:tak:1 | Kolor:granatowy:2 | ;
1056118;Opaski monitorujące aktywność;449;Garmin Fitness Vivofit 2 (różowy);http://f00.esfr.pl/foto/4/9672298337/842b8872390b3536c9debae36f88ff2a/garmin-fitness-vivofit-2-rozowy,9672298337_7.jpg;63633;Pomiar:kroki, dystans, jakość snu:0 | Wyświetlacz:tak:1 | Kolor:różowy:2 | ;
1056119;Opaski monitorujące aktywność;669.00;Garmin Fitness Vivofit 2 HRM (czarny);http://f00.esfr.pl/foto/2/9671814162/7c927585b63a1ffc0c5be32eab56bda8/garmin-fitness-vivofit-2-hrm-czarny,9671814162_7.jpg;1976;Pomiar:kroki, dystans, kalorie, jakość snu:0 | Wyświetlacz:tak:1 | Kolor:czarny:2 | ;
