1053493;Zestawy narzędzi ręcznych;79.99;zestaw szczypiec;Stanley 0-84-114 3 elementy;http://f01.esfr.pl/foto/3/9568519777/9281e4b009556091dca41afb1d89872/stanley-0-84-114-3-elementy,9568519777_7.jpg;Narzędzia;19632;;
1053494;Zestawy narzędzi ręcznych;69.99;zestaw szczypiec;Stanley 0-84-892 3 elementy;http://f01.esfr.pl/foto/6/9568503102/fa7320c139001e3441b13a33c045c4c1/stanley-0-84-892-3-elementy,9568503102_7.jpg;Narzędzia;25500;;
1053495;Zestawy narzędzi ręcznych;109.99;zestaw szczypiec;Stanley 4-84-485 3 elementy;http://f01.esfr.pl/foto/1/9568532747/6b0bae9f6c4e5e702584d9e1e2acafaa/stanley-4-84-485-3-elementy,9568532747_7.jpg;Narzędzia;21075;;
1053496;Laptopy;2799.00;null;Asus Transformer Book TP550LA-CJ146H W8.1;http://f01.esfr.pl/foto/7/9426598917/27a9a7f5c16cca674e23895df3a04dc9/asus-transformer-book-tp550la-cj146h-w8-1,9426598917_2.jpg;
